NAME,POPESTIMATE2019,State,Latitude,Longitude,date,pred,truth,state
North Carolina,10488084,NC,35.2145629,-79.8912675,2020-04-22,6340,7495.0,North Carolina
North Dakota,762062,ND,47.4678819,-100.3022655,2020-04-09,93,269.0,North Dakota
North Dakota,762062,ND,47.4678819,-100.3022655,2020-04-10,176,278.0,North Dakota
North Dakota,762062,ND,47.4678819,-100.3022655,2020-04-11,244,293.0,North Dakota
North Dakota,762062,ND,47.4678819,-100.3022655,2020-04-12,296,308.0,North Dakota
North Dakota,762062,ND,47.4678819,-100.3022655,2020-04-13,335,331.0,North Dakota
North Dakota,762062,ND,47.4678819,-100.3022655,2020-04-14,365,341.0,North Dakota
North Dakota,762062,ND,47.4678819,-100.3022655,2020-04-15,387,365.0,North Dakota
North Dakota,762062,ND,47.4678819,-100.3022655,2020-04-16,407,393.0,North Dakota
North Dakota,762062,ND,47.4678819,-100.3022655,2020-04-17,426,393.0,North Dakota
North Dakota,762062,ND,47.4678819,-100.3022655,2020-04-18,442,528.0,North Dakota
North Dakota,762062,ND,47.4678819,-100.3022655,2020-04-19,471,585.0,North Dakota
North Dakota,762062,ND,47.4678819,-100.3022655,2020-04-20,503,627.0,North Dakota
North Dakota,762062,ND,47.4678819,-100.3022655,2020-04-21,532,644.0,North Dakota
North Dakota,762062,ND,47.4678819,-100.3022655,2020-04-22,554,679.0,North Dakota
Ohio,11689100,OH,40.1903624,-82.6692525,2020-04-09,1944,5512.0,Ohio
Ohio,11689100,OH,40.1903624,-82.6692525,2020-04-10,3656,5878.0,Ohio
Ohio,11689100,OH,40.1903624,-82.6692525,2020-04-11,5101,6250.0,Ohio
Ohio,11689100,OH,40.1903624,-82.6692525,2020-04-12,6214,6604.0,Ohio
Ohio,11689100,OH,40.1903624,-82.6692525,2020-04-13,7052,6975.0,Ohio
Ohio,11689100,OH,40.1903624,-82.6692525,2020-04-14,7687,7284.999999999999,Ohio
Ohio,11689100,OH,40.1903624,-82.6692525,2020-04-15,8161,7794.0,Ohio
Ohio,11689100,OH,40.1903624,-82.6692525,2020-04-16,8584,8414.0,Ohio
Ohio,11689100,OH,40.1903624,-82.6692525,2020-04-17,8989,9107.0,Ohio
Ohio,11689100,OH,40.1903624,-82.6692525,2020-04-18,9419,10222.0,Ohio
Ohio,11689100,OH,40.1903624,-82.6692525,2020-04-19,9897,11602.0,Ohio
Ohio,11689100,OH,40.1903624,-82.6692525,2020-04-20,10438,12919.0,Ohio
Ohio,11689100,OH,40.1903624,-82.6692525,2020-04-21,10995,13725.0,Ohio
Ohio,11689100,OH,40.1903624,-82.6692525,2020-04-22,11479,14116.999999999998,Ohio
Oklahoma,3956971,OK,35.3097654,-98.7165585,2020-04-09,522,1686.0,Oklahoma
Oklahoma,3956971,OK,35.3097654,-98.7165585,2020-04-10,1001,1794.0,Oklahoma
Oklahoma,3956971,OK,35.3097654,-98.7165585,2020-04-11,1382,1868.0,Oklahoma
Oklahoma,3956971,OK,35.3097654,-98.7165585,2020-04-12,1655,1970.0,Oklahoma
Oklahoma,3956971,OK,35.3097654,-98.7165585,2020-04-13,1847,2069.0,Oklahoma
Oklahoma,3956971,OK,35.3097654,-98.7165585,2020-04-14,1980,2184.0,Oklahoma
Oklahoma,3956971,OK,35.3097654,-98.7165585,2020-04-15,2085,2263.0,Oklahoma
Oklahoma,3956971,OK,35.3097654,-98.7165585,2020-04-16,2165,2357.0,Oklahoma
Oklahoma,3956971,OK,35.3097654,-98.7165585,2020-04-17,2233,2465.0,Oklahoma
Oklahoma,3956971,OK,35.3097654,-98.7165585,2020-04-18,2292,2465.0,Oklahoma
Oklahoma,3956971,OK,35.3097654,-98.7165585,2020-04-19,2334,2567.0,Oklahoma
Oklahoma,3956971,OK,35.3097654,-98.7165585,2020-04-20,2374,2680.0,Oklahoma
Oklahoma,3956971,OK,35.3097654,-98.7165585,2020-04-21,2413,2807.0,Oklahoma
Oklahoma,3956971,OK,35.3097654,-98.7165585,2020-04-22,2455,2894.0,Oklahoma
Oregon,4217737,OR,44.1419049,-120.5380993,2020-04-09,399,1321.0,Oregon
Oregon,4217737,OR,44.1419049,-120.5380993,2020-04-10,765,1322.0,Oregon
Oregon,4217737,OR,44.1419049,-120.5380993,2020-04-11,1038,1371.0,Oregon
Oregon,4217737,OR,44.1419049,-120.5380993,2020-04-12,1223,1527.0,Oregon
Oregon,4217737,OR,44.1419049,-120.5380993,2020-04-13,1362,1584.0,Oregon
Oregon,4217737,OR,44.1419049,-120.5380993,2020-04-14,1460,1633.0,Oregon
Oregon,4217737,OR,44.1419049,-120.5380993,2020-04-15,1531,1663.0,Oregon
Oregon,4217737,OR,44.1419049,-120.5380993,2020-04-16,1583,1736.0,Oregon
Oregon,4217737,OR,44.1419049,-120.5380993,2020-04-17,1623,1785.0,Oregon
Oregon,4217737,OR,44.1419049,-120.5380993,2020-04-18,1656,1844.0,Oregon
Oregon,4217737,OR,44.1419049,-120.5380993,2020-04-19,1686,1910.0,Oregon
Oregon,4217737,OR,44.1419049,-120.5380993,2020-04-20,1715,1957.0,Oregon
Oregon,4217737,OR,44.1419049,-120.5380993,2020-04-21,1741,2004.0,Oregon
Oregon,4217737,OR,44.1419049,-120.5380993,2020-04-22,1764,2059.0,Oregon
Pennsylvania,12801989,PA,40.99459279999999,-77.6046984,2020-04-09,5846,18300.0,Pennsylvania
Pennsylvania,12801989,PA,40.99459279999999,-77.6046984,2020-04-10,11137,20051.0,Pennsylvania
Pennsylvania,12801989,PA,40.99459279999999,-77.6046984,2020-04-11,15602,21719.0,Pennsylvania
Pennsylvania,12801989,PA,40.99459279999999,-77.6046984,2020-04-12,18997,22938.0,Pennsylvania
Pennsylvania,12801989,PA,40.99459279999999,-77.6046984,2020-04-13,21485,24292.0,Pennsylvania
Pennsylvania,12801989,PA,40.99459279999999,-77.6046984,2020-04-14,23356,25465.0,Pennsylvania
Pennsylvania,12801989,PA,40.99459279999999,-77.6046984,2020-04-15,24757,26753.0,Pennsylvania
Pennsylvania,12801989,PA,40.99459279999999,-77.6046984,2020-04-16,25880,28258.0,Pennsylvania
Pennsylvania,12801989,PA,40.99459279999999,-77.6046984,2020-04-17,26855,29888.0,Pennsylvania
Pennsylvania,12801989,PA,40.99459279999999,-77.6046984,2020-04-18,27763,31652.0,Pennsylvania
Pennsylvania,12801989,PA,40.99459279999999,-77.6046984,2020-04-19,28616,32902.0,Pennsylvania
Pennsylvania,12801989,PA,40.99459279999999,-77.6046984,2020-04-20,29365,33914.0,Pennsylvania
Pennsylvania,12801989,PA,40.99459279999999,-77.6046984,2020-04-21,29994,35249.0,Pennsylvania
Pennsylvania,12801989,PA,40.99459279999999,-77.6046984,2020-04-22,30567,36082.0,Pennsylvania
Rhode Island,1059361,RI,41.5827282,-71.5064508,2020-04-09,593,1727.0,Rhode Island
Rhode Island,1059361,RI,41.5827282,-71.5064508,2020-04-10,1173,1727.0,Rhode Island
Rhode Island,1059361,RI,41.5827282,-71.5064508,2020-04-11,1638,2349.0,Rhode Island
Rhode Island,1059361,RI,41.5827282,-71.5064508,2020-04-12,2122,2665.0,Rhode Island
Rhode Island,1059361,RI,41.5827282,-71.5064508,2020-04-13,2570,2665.0,Rhode Island
Rhode Island,1059361,RI,41.5827282,-71.5064508,2020-04-14,2903,3251.0,Rhode Island
Rhode Island,1059361,RI,41.5827282,-71.5064508,2020-04-15,3234,3251.0,Rhode Island
Rhode Island,1059361,RI,41.5827282,-71.5064508,2020-04-16,3484,3529.0000000000005,Rhode Island
Rhode Island,1059361,RI,41.5827282,-71.5064508,2020-04-17,3702,4177.0,Rhode Island
Rhode Island,1059361,RI,41.5827282,-71.5064508,2020-04-18,3954,4491.0,Rhode Island
Rhode Island,1059361,RI,41.5827282,-71.5064508,2020-04-19,4205,4706.0,Rhode Island
Rhode Island,1059361,RI,41.5827282,-71.5064508,2020-04-20,4415,5090.0,Rhode Island
Rhode Island,1059361,RI,41.5827282,-71.5064508,2020-04-21,4603,5500.0,Rhode Island
Rhode Island,1059361,RI,41.5827282,-71.5064508,2020-04-22,4782,5841.0,Rhode Island
South Carolina,5148714,SC,33.62505,-80.9470381,2020-04-09,862,2793.0,South Carolina
South Carolina,5148714,SC,33.62505,-80.9470381,2020-04-10,1680,3067.0,South Carolina
South Carolina,5148714,SC,33.62505,-80.9470381,2020-04-11,2349,3211.0,South Carolina
South Carolina,5148714,SC,33.62505,-80.9470381,2020-04-12,2824,3320.0,South Carolina
South Carolina,5148714,SC,33.62505,-80.9470381,2020-04-13,3144,3390.9999999999995,South Carolina
South Carolina,5148714,SC,33.62505,-80.9470381,2020-04-14,3357,3553.0000000000005,South Carolina
South Carolina,5148714,SC,33.62505,-80.9470381,2020-04-15,3515,3656.0,South Carolina
South Carolina,5148714,SC,33.62505,-80.9470381,2020-04-16,3633,3931.0,South Carolina
South Carolina,5148714,SC,33.62505,-80.9470381,2020-04-17,3740,4099.0,South Carolina
South Carolina,5148714,SC,33.62505,-80.9470381,2020-04-18,3840,4248.0,South Carolina
South Carolina,5148714,SC,33.62505,-80.9470381,2020-04-19,3929,4377.0,South Carolina
South Carolina,5148714,SC,33.62505,-80.9470381,2020-04-20,4006,4446.0,South Carolina
South Carolina,5148714,SC,33.62505,-80.9470381,2020-04-21,4065,4439.0,South Carolina
South Carolina,5148714,SC,33.62505,-80.9470381,2020-04-22,4105,4761.0,South Carolina
South Dakota,884659,SD,44.2126995,-100.2471641,2020-04-09,163,447.0,South Dakota
South Dakota,884659,SD,44.2126995,-100.2471641,2020-04-10,316,536.0,South Dakota
South Dakota,884659,SD,44.2126995,-100.2471641,2020-04-11,466,626.0,South Dakota
South Dakota,884659,SD,44.2126995,-100.2471641,2020-04-12,603,730.0,South Dakota
South Dakota,884659,SD,44.2126995,-100.2471641,2020-04-13,730,868.0,South Dakota
South Dakota,884659,SD,44.2126995,-100.2471641,2020-04-14,853,988.0,South Dakota
South Dakota,884659,SD,44.2126995,-100.2471641,2020-04-15,969,1168.0,South Dakota
South Dakota,884659,SD,44.2126995,-100.2471641,2020-04-16,1087,1311.0,South Dakota
South Dakota,884659,SD,44.2126995,-100.2471641,2020-04-17,1198,1411.0,South Dakota
South Dakota,884659,SD,44.2126995,-100.2471641,2020-04-18,1294,1542.0,South Dakota
South Dakota,884659,SD,44.2126995,-100.2471641,2020-04-19,1378,1635.0,South Dakota
South Dakota,884659,SD,44.2126995,-100.2471641,2020-04-20,1450,1685.0,South Dakota
South Dakota,884659,SD,44.2126995,-100.2471641,2020-04-21,1505,1755.0,South Dakota
South Dakota,884659,SD,44.2126995,-100.2471641,2020-04-22,1550,1858.0,South Dakota
Tennessee,6829174,TN,35.83052100000001,-85.97859890000002,2020-04-09,1444,4634.0,Tennessee
Tennessee,6829174,TN,35.83052100000001,-85.97859890000002,2020-04-10,2708,4891.0,Tennessee
Tennessee,6829174,TN,35.83052100000001,-85.97859890000002,2020-04-11,3684,5132.0,Tennessee
Tennessee,6829174,TN,35.83052100000001,-85.97859890000002,2020-04-12,4374,5508.0,Tennessee
Tennessee,6829174,TN,35.83052100000001,-85.97859890000002,2020-04-13,4873,5610.0,Tennessee
Tennessee,6829174,TN,35.83052100000001,-85.97859890000002,2020-04-14,5205,5827.0,Tennessee
Tennessee,6829174,TN,35.83052100000001,-85.97859890000002,2020-04-15,5440,5827.0,Tennessee
Tennessee,6829174,TN,35.83052100000001,-85.97859890000002,2020-04-16,5599,6166.0,Tennessee
Tennessee,6829174,TN,35.83052100000001,-85.97859890000002,2020-04-17,5741,6263.0,Tennessee
Tennessee,6829174,TN,35.83052100000001,-85.97859890000002,2020-04-18,5855,6589.0,Tennessee
Tennessee,6829174,TN,35.83052100000001,-85.97859890000002,2020-04-19,5964,7070.0,Tennessee
Tennessee,6829174,TN,35.83052100000001,-85.97859890000002,2020-04-20,6092,7238.0,Tennessee
Tennessee,6829174,TN,35.83052100000001,-85.97859890000002,2020-04-21,6209,7394.0,Tennessee
Tennessee,6829174,TN,35.83052100000001,-85.97859890000002,2020-04-22,6307,7394.0,Tennessee
Texas,28995881,TX,31.1693363,-100.0768425,2020-04-09,3496,11208.0,Texas
Texas,28995881,TX,31.1693363,-100.0768425,2020-04-10,6774,12105.0,Texas
Texas,28995881,TX,31.1693363,-100.0768425,2020-04-11,9491,13023.000000000002,Texas
Texas,28995881,TX,31.1693363,-100.0768425,2020-04-12,11524,13677.0,Texas
Texas,28995881,TX,31.1693363,-100.0768425,2020-04-13,12974,14275.0,Texas
Texas,28995881,TX,31.1693363,-100.0768425,2020-04-14,14000,15006.0,Texas
Texas,28995881,TX,31.1693363,-100.0768425,2020-04-15,14783,15907.0,Texas
Texas,28995881,TX,31.1693363,-100.0768425,2020-04-16,15428,16876.0,Texas
Texas,28995881,TX,31.1693363,-100.0768425,2020-04-17,16015,17849.0,Texas
Texas,28995881,TX,31.1693363,-100.0768425,2020-04-18,16571,18704.0,Texas
Texas,28995881,TX,31.1693363,-100.0768425,2020-04-19,17069,19260.0,Texas
Texas,28995881,TX,31.1693363,-100.0768425,2020-04-20,17484,19751.0,Texas
Texas,28995881,TX,31.1693363,-100.0768425,2020-04-21,17821,20574.0,Texas
Texas,28995881,TX,31.1693363,-100.0768425,2020-04-22,18129,21321.0,Texas
Utah,3205958,UT,39.4997605,-111.547028,2020-04-09,640,1856.0,Utah
Utah,3205958,UT,39.4997605,-111.547028,2020-04-10,1188,2103.0,Utah
Utah,3205958,UT,39.4997605,-111.547028,2020-04-11,1642,2207.0,Utah
Utah,3205958,UT,39.4997605,-111.547028,2020-04-12,1972,2303.0,Utah
Utah,3205958,UT,39.4997605,-111.547028,2020-04-13,2202,2363.0,Utah
Utah,3205958,UT,39.4997605,-111.547028,2020-04-14,2359,2417.0,Utah
Utah,3205958,UT,39.4997605,-111.547028,2020-04-15,2466,2548.0,Utah
Utah,3205958,UT,39.4997605,-111.547028,2020-04-16,2550,2683.0,Utah
Utah,3205958,UT,39.4997605,-111.547028,2020-04-17,2624,2793.0,Utah
Utah,3205958,UT,39.4997605,-111.547028,2020-04-18,2693,2917.0,Utah
Utah,3205958,UT,39.4997605,-111.547028,2020-04-19,2757,3069.0,Utah
Utah,3205958,UT,39.4997605,-111.547028,2020-04-20,2818,3213.0,Utah
Utah,3205958,UT,39.4997605,-111.547028,2020-04-21,2877,3297.0,Utah
Utah,3205958,UT,39.4997605,-111.547028,2020-04-22,2928,3445.0,Utah
Vermont,623989,VT,43.8717545,-72.4477828,2020-04-09,187,628.0,Vermont
Vermont,623989,VT,43.8717545,-72.4477828,2020-04-10,348,679.0,Vermont
Vermont,623989,VT,43.8717545,-72.4477828,2020-04-11,469,711.0,Vermont
Vermont,623989,VT,43.8717545,-72.4477828,2020-04-12,552,727.0,Vermont
Vermont,623989,VT,43.8717545,-72.4477828,2020-04-13,606,748.0,Vermont
Vermont,623989,VT,43.8717545,-72.4477828,2020-04-14,641,752.0,Vermont
Vermont,623989,VT,43.8717545,-72.4477828,2020-04-15,663,759.0,Vermont
Vermont,623989,VT,43.8717545,-72.4477828,2020-04-16,677,774.0,Vermont
Vermont,623989,VT,43.8717545,-72.4477828,2020-04-17,688,779.0,Vermont
Vermont,623989,VT,43.8717545,-72.4477828,2020-04-18,695,803.0,Vermont
Vermont,623989,VT,43.8717545,-72.4477828,2020-04-19,702,813.0,Vermont
Vermont,623989,VT,43.8717545,-72.4477828,2020-04-20,709,816.0,Vermont
Vermont,623989,VT,43.8717545,-72.4477828,2020-04-21,713,818.0,Vermont
Vermont,623989,VT,43.8717545,-72.4477828,2020-04-22,717,823.0,Vermont
Virginia,8535519,VA,38.0033855,-79.4587861,2020-04-09,1402,4042.0,Virginia
Virginia,8535519,VA,38.0033855,-79.4587861,2020-04-10,2679,4509.0,Virginia
Virginia,8535519,VA,38.0033855,-79.4587861,2020-04-11,3797,5077.0,Virginia
Virginia,8535519,VA,38.0033855,-79.4587861,2020-04-12,4721,5274.0,Virginia
Virginia,8535519,VA,38.0033855,-79.4587861,2020-04-13,5417,5747.000000000001,Virginia
Virginia,8535519,VA,38.0033855,-79.4587861,2020-04-14,5972,6182.000000000001,Virginia
Virginia,8535519,VA,38.0033855,-79.4587861,2020-04-15,6426,6500.000000000001,Virginia
Virginia,8535519,VA,38.0033855,-79.4587861,2020-04-16,6795,6889.0,Virginia
Virginia,8535519,VA,38.0033855,-79.4587861,2020-04-17,7107,7491.0,Virginia
Virginia,8535519,VA,38.0033855,-79.4587861,2020-04-18,7419,8053.0,Virginia
Virginia,8535519,VA,38.0033855,-79.4587861,2020-04-19,7731,8542.0,Virginia
Virginia,8535519,VA,38.0033855,-79.4587861,2020-04-20,8019,8990.0,Virginia
Virginia,8535519,VA,38.0033855,-79.4587861,2020-04-21,8279,9630.0,Virginia
Virginia,8535519,VA,38.0033855,-79.4587861,2020-04-22,8526,10266.0,Virginia
Washington,7614893,WA,38.8993487,-77.0145665,2020-04-09,2891,9639.0,Washington
Washington,7614893,WA,38.8993487,-77.0145665,2020-04-10,5349,10119.0,Washington
Washington,7614893,WA,38.8993487,-77.0145665,2020-04-11,7152,10434.0,Washington
Washington,7614893,WA,38.8993487,-77.0145665,2020-04-12,8356,10609.0,Washington
Washington,7614893,WA,38.8993487,-77.0145665,2020-04-13,9127,10635.0,Washington
Washington,7614893,WA,38.8993487,-77.0145665,2020-04-14,9606,10799.0,Washington
Washington,7614893,WA,38.8993487,-77.0145665,2020-04-15,9901,10942.0,Washington
Washington,7614893,WA,38.8993487,-77.0145665,2020-04-16,10096,11057.0,Washington
Washington,7614893,WA,38.8993487,-77.0145665,2020-04-17,10229,11517.0,Washington
Washington,7614893,WA,38.8993487,-77.0145665,2020-04-18,10364,11776.0,Washington
Washington,7614893,WA,38.8993487,-77.0145665,2020-04-19,10495,11978.0,Washington
Washington,7614893,WA,38.8993487,-77.0145665,2020-04-20,10608,12114.0,Washington
Washington,7614893,WA,38.8993487,-77.0145665,2020-04-21,10702,12562.999999999998,Washington
Washington,7614893,WA,38.8993487,-77.0145665,2020-04-22,10806,12051.0,Washington
West Virginia,1792147,WV,38.92017050000001,-80.1816905,2020-04-09,167,514.0,West Virginia
West Virginia,1792147,WV,38.92017050000001,-80.1816905,2020-04-10,315,574.0,West Virginia
West Virginia,1792147,WV,38.92017050000001,-80.1816905,2020-04-11,437,577.0,West Virginia
West Virginia,1792147,WV,38.92017050000001,-80.1816905,2020-04-12,522,593.0,West Virginia
West Virginia,1792147,WV,38.92017050000001,-80.1816905,2020-04-13,580,611.0,West Virginia
West Virginia,1792147,WV,38.92017050000001,-80.1816905,2020-04-14,619,640.0,West Virginia
West Virginia,1792147,WV,38.92017050000001,-80.1816905,2020-04-15,649,702.0,West Virginia
West Virginia,1792147,WV,38.92017050000001,-80.1816905,2020-04-16,678,728.0,West Virginia
West Virginia,1792147,WV,38.92017050000001,-80.1816905,2020-04-17,702,775.0,West Virginia
West Virginia,1792147,WV,38.92017050000001,-80.1816905,2020-04-18,726,785.0,West Virginia
West Virginia,1792147,WV,38.92017050000001,-80.1816905,2020-04-19,744,890.0,West Virginia
West Virginia,1792147,WV,38.92017050000001,-80.1816905,2020-04-20,767,902.0,West Virginia
West Virginia,1792147,WV,38.92017050000001,-80.1816905,2020-04-21,786,908.0,West Virginia
West Virginia,1792147,WV,38.92017050000001,-80.1816905,2020-04-22,800,939.0,West Virginia
Wisconsin,5822434,WI,44.7862968,-89.82670490000002,2020-04-09,934,2886.0,Wisconsin
Wisconsin,5822434,WI,44.7862968,-89.82670490000002,2020-04-10,1759,3068.0,Wisconsin
Wisconsin,5822434,WI,44.7862968,-89.82670490000002,2020-04-11,2405,3213.0,Wisconsin
Wisconsin,5822434,WI,44.7862968,-89.82670490000002,2020-04-12,2860,3341.0,Wisconsin
Wisconsin,5822434,WI,44.7862968,-89.82670490000002,2020-04-13,3177,3428.0,Wisconsin
Wisconsin,5822434,WI,44.7862968,-89.82670490000002,2020-04-14,3390,3555.0000000000005,Wisconsin
Wisconsin,5822434,WI,44.7862968,-89.82670490000002,2020-04-15,3540,3721.0,Wisconsin
Wisconsin,5822434,WI,44.7862968,-89.82670490000002,2020-04-16,3656,3875.0,Wisconsin
Wisconsin,5822434,WI,44.7862968,-89.82670490000002,2020-04-17,3755,4053.0,Wisconsin
Wisconsin,5822434,WI,44.7862968,-89.82670490000002,2020-04-18,3845,4199.0,Wisconsin
Wisconsin,5822434,WI,44.7862968,-89.82670490000002,2020-04-19,3929,4346.0,Wisconsin
Wisconsin,5822434,WI,44.7862968,-89.82670490000002,2020-04-20,4004,4499.0,Wisconsin
Wisconsin,5822434,WI,44.7862968,-89.82670490000002,2020-04-21,4073,4625.0,Wisconsin
Wisconsin,5822434,WI,44.7862968,-89.82670490000002,2020-04-22,4131,4845.0,Wisconsin
Wyoming,578759,WY,43.000325,-107.5545669,2020-04-09,74,230.0,Wyoming
Wyoming,578759,WY,43.000325,-107.5545669,2020-04-10,139,239.0,Wyoming
Wyoming,578759,WY,43.000325,-107.5545669,2020-04-11,191,261.0,Wyoming
Wyoming,578759,WY,43.000325,-107.5545669,2020-04-12,231,270.0,Wyoming
Wyoming,578759,WY,43.000325,-107.5545669,2020-04-13,260,275.0,Wyoming
Wyoming,578759,WY,43.000325,-107.5545669,2020-04-14,279,282.0,Wyoming
Wyoming,578759,WY,43.000325,-107.5545669,2020-04-15,292,287.0,Wyoming
Wyoming,578759,WY,43.000325,-107.5545669,2020-04-16,301,296.0,Wyoming
Wyoming,578759,WY,43.000325,-107.5545669,2020-04-17,308,305.0,Wyoming
Wyoming,578759,WY,43.000325,-107.5545669,2020-04-18,315,309.0,Wyoming
Wyoming,578759,WY,43.000325,-107.5545669,2020-04-19,321,313.0,Wyoming
Wyoming,578759,WY,43.000325,-107.5545669,2020-04-20,326,317.0,Wyoming
Wyoming,578759,WY,43.000325,-107.5545669,2020-04-21,330,443.0,Wyoming
Wyoming,578759,WY,43.000325,-107.5545669,2020-04-22,346,447.0,Wyoming
